PINCODE,CITY,STATE
171204,Kothkhai,HIMACHAL PRADESH
171202,Kothkhai,HIMACHAL PRADESH
171221,Dodra Kawar,HIMACHAL PRADESH
171216,Jubbal,HIMACHAL PRADESH
171215,Jubbal,HIMACHAL PRADESH
171007,Shimla,HIMACHAL PRADESH
171213,Kumarsain,HIMACHAL PRADESH
171207,Shimla,HIMACHAL PRADESH
171006,Shimla Urban(T),HIMACHAL PRADESH
171219,Shimla,HIMACHAL PRADESH
171005,Shimla Urban(T),HIMACHAL PRADESH
171224,Rohru,HIMACHAL PRADESH
171010,Shimla Urban(T),HIMACHAL PRADESH
171201,Theog,HIMACHAL PRADESH
171203,Jubbal,HIMACHAL PRADESH
171011,Shimla Urban(T),HIMACHAL PRADESH
171212,Theog,HIMACHAL PRADESH
171223,Rohru,HIMACHAL PRADESH
171225,Kothkhai,HIMACHAL PRADESH
171018,Suni,HIMACHAL PRADESH
171217,Chopal,HIMACHAL PRADESH
171208,Chirgaon,HIMACHAL PRADESH
171220,Kothkhai,HIMACHAL PRADESH
173022,Sangrah,HIMACHAL PRADESH
173030,Nahan,HIMACHAL PRADESH
173026,Nahan,HIMACHAL PRADESH
173021,Paonta,HIMACHAL PRADESH
173104,Nohra,HIMACHAL PRADESH
173101,Rajgarh,HIMACHAL PRADESH
173023,Sangrah,HIMACHAL PRADESH
173024,Pachhad,HIMACHAL PRADESH
173208,Kandaghat,HIMACHAL PRADESH
173205,Nalagarh,HIMACHAL PRADESH
174103,Kasauli,HIMACHAL PRADESH
173217,Kandaghat,HIMACHAL PRADESH
173213,Solan,HIMACHAL PRADESH
173210,Solan,HIMACHAL PRADESH
173209,Kasauli,HIMACHAL PRADESH
173218,Ramshahar,HIMACHAL PRADESH
173215,Kandaghat,HIMACHAL PRADESH
173222,Kandaghat,HIMACHAL PRADESH
173214,Solan,HIMACHAL PRADESH
173221,Arki,HIMACHAL PRADESH
177205,Amb,HIMACHAL PRADESH
174307,Bangana,HIMACHAL PRADESH
177109,Bharwain(S.T),HIMACHAL PRADESH
174316,Amb,HIMACHAL PRADESH
174317,Haroli,HIMACHAL PRADESH
177110,Amb,HIMACHAL PRADESH
174314,Bangana(T),HIMACHAL PRADESH
177204,Amb,HIMACHAL PRADESH
174306,Una(T),HIMACHAL PRADESH
174302,Amb(T),HIMACHAL PRADESH
176601,Haroli,HIMACHAL PRADESH
177201,Amb(T),HIMACHAL PRADESH
177212,Amb(T),HIMACHAL PRADESH
177213,Amb(T),HIMACHAL PRADESH
177220,Haroli,HIMACHAL PRADESH
174308,Bangana,HIMACHAL PRADESH
174315,Una(T),HIMACHAL PRADESH
177202,Amb,HIMACHAL PRADESH
174319,Amb(T),HIMACHAL PRADESH
177210,Amb,HIMACHAL PRADESH
177206,Amb,HIMACHAL PRADESH
177207,Una(T),HIMACHAL PRADESH
177208,Haroli,HIMACHAL PRADESH
174503,Haroli,HIMACHAL PRADESH
177031,Bangana,HIMACHAL PRADESH
177209,Una(T),HIMACHAL PRADESH
174301,Haroli,HIMACHAL PRADESH
177219,Amb,HIMACHAL PRADESH
177039,Bangana,HIMACHAL PRADESH
174320,Bangana,HIMACHAL PRADESH
177211,Amb,HIMACHAL PRADESH
174303,Una(T),HIMACHAL PRADESH
176309,Bharmour,HIMACHAL PRADESH
176318,Chamba,HIMACHAL PRADESH
176325,Bhallai,HIMACHAL PRADESH
176311,Chmaba,HIMACHAL PRADESH
176311,Bharmour,HIMACHAL PRADESH
176321,Salooni,HIMACHAL PRADESH
176301,Chamba,HIMACHAL PRADESH
176306,Chamba,HIMACHAL PRADESH
176324,Bharmour,HIMACHAL PRADESH
176324,Bahrmour,HIMACHAL PRADESH
176326,Holi,HIMACHAL PRADESH
176326,Bharmour,HIMACHAL PRADESH
176312,Slooni,HIMACHAL PRADESH
176030,Khundian(T),HIMACHAL PRADESH
176036,Dera Gopipur(T),HIMACHAL PRADESH
177111,Quasba Kotla,HIMACHAL PRADESH
177111,Jaswan(T),HIMACHAL PRADESH
176501,Quasba Kotla,HIMACHAL PRADESH
176032,Khuandian,HIMACHAL PRADESH
176031,Dera Gopipur(T),HIMACHAL PRADESH
176001,Kangara,HIMACHAL PRADESH
176054,Baroh(T),HIMACHAL PRADESH
176047,Kangra,HIMACHAL PRADESH
176051,Jawali,HIMACHAL PRADESH
177112,Jaswan(T),HIMACHAL PRADESH
176022,Fatehpur(T),HIMACHAL PRADESH
176029,Dera Gopipur(T),HIMACHAL PRADESH
176051,Nurpur,HIMACHAL PRADESH
176033,Jawali(T),HIMACHAL PRADESH
176027,Dehra,HIMACHAL PRADESH
176021,Jawali,HIMACHAL PRADESH
176056,Kangra(T),HIMACHAL PRADESH
176028,Dera Gopipur(T),HIMACHAL PRADESH
176031,Kangra(T),HIMACHAL PRADESH
176027,Dera Gopipur(T),HIMACHAL PRADESH
176055,Dehra,HIMACHAL PRADESH
176037,Kangra,HIMACHAL PRADESH
177043,Rakkar(S.T),HIMACHAL PRADESH
177112,Dehra,HIMACHAL PRADESH
177111,Dehra,HIMACHAL PRADESH
176501,Dehra,HIMACHAL PRADESH
176030,Dehra,HIMACHAL PRADESH
177034,Rakkar,HIMACHAL PRADESH
176209,Kangra,HIMACHAL PRADESH
176209,Shahpur,HIMACHAL PRADESH
176026,Harchakian(S.T),HIMACHAL PRADESH
176026,Kangra(T),HIMACHAL PRADESH
177108,Dera Gopipur(T),HIMACHAL PRADESH
176037,Baroh(T),HIMACHAL PRADESH
176038,Baroh,HIMACHAL PRADESH
176038,Kangra,HIMACHAL PRADESH
177106,Qusba Kotla,HIMACHAL PRADESH
176031,Khundian,HIMACHAL PRADESH
176029,Baroh,HIMACHAL PRADESH
176029,Dehra,HIMACHAL PRADESH
176029,Kangra,HIMACHAL PRADESH
176029,Baroh(T),HIMACHAL PRADESH
177108,Rakkar(S.T),HIMACHAL PRADESH
176022,Nurpur(T),HIMACHAL PRADESH
176022,Jawali,HIMACHAL PRADESH
176022,Jawali(T),HIMACHAL PRADESH
177108,Rakkar,HIMACHAL PRADESH
176214,Kangra,HIMACHAL PRADESH
176025,Fatehpur,HIMACHAL PRADESH
176053,Fatehpur(T),HIMACHAL PRADESH
176023,Harchakian(S.T),HIMACHAL PRADESH
176037,Baroh,HIMACHAL PRADESH
176051,Jawali(T),HIMACHAL PRADESH
176204,Nurpur,HIMACHAL PRADESH
176205,Kotla,HIMACHAL PRADESH
176082,Jaisinghpur,HIMACHAL PRADESH
176088,Palampur,HIMACHAL PRADESH
176103,Baijnath,HIMACHAL PRADESH
176058,Nurpur,HIMACHAL PRADESH
176217,Dharamsala,HIMACHAL PRADESH
176210,Shahpur,HIMACHAL PRADESH
176217,Sahpur,HIMACHAL PRADESH
176403,Nurpur,HIMACHAL PRADESH
176402,Nurpur,HIMACHAL PRADESH
176098,Jaisisnghpur,HIMACHAL PRADESH
176096,Jaisinghpur,HIMACHAL PRADESH
176096,Jainshgpur,HIMACHAL PRADESH
176225,Jawali,HIMACHAL PRADESH
176225,Nurpur,HIMACHAL PRADESH
176052,Palampur,HIMACHAL PRADESH
176052,Kangra,HIMACHAL PRADESH
176128,Baijanath,HIMACHAL PRADESH
174036,Bilaspur Sadar,HIMACHAL PRADESH
174030,Jhandutta,HIMACHAL PRADESH
174030,Jhansdutta,HIMACHAL PRADESH
174024,Bilaspur,HIMACHAL PRADESH
174002,Naina Devi,HIMACHAL PRADESH
174310,Ghumarwin,HIMACHAL PRADESH
174032,Bilapur,HIMACHAL PRADESH
177024,Bhoranj(T),HIMACHAL PRADESH
176041,Bhoranj,HIMACHAL PRADESH
176041,Hamirpur,HIMACHAL PRADESH
177119,Barsar(T),HIMACHAL PRADESH
177119,Mehre,HIMACHAL PRADESH
176039,Mehre,HIMACHAL PRADESH
177041,Bangana,HIMACHAL PRADESH
174312,Barsar,HIMACHAL PRADESH
176043,Ghumarwin,HIMACHAL PRADESH
176042,Ghumarwin,HIMACHAL PRADESH
176044,Ghumarwin,HIMACHAL PRADESH
177033,Rakkar,HIMACHAL PRADESH
176111,Sp Tira,HIMACHAL PRADESH
177048,Nadaun,HIMACHAL PRADESH
177038,Nadaun(T),HIMACHAL PRADESH
176110,Hamirpur(T),HIMACHAL PRADESH
176110,Sp Tira,HIMACHAL PRADESH
176110,Nadaun(T),HIMACHAL PRADESH
176110,Tira Sujanpur(T),HIMACHAL PRADESH
174309,Barsar ,HIMACHAL PRADESH
174304,Barsar(T),HIMACHAL PRADESH
177601,Bhuranj,HIMACHAL PRADESH
176108,Sujanpur,HIMACHAL PRADESH
176045,Bhuranj,HIMACHAL PRADESH
174029,Jhanduta,HIMACHAL PRADESH
174029,Jhandutta,HIMACHAL PRADESH
174029,Jhamdutta,HIMACHAL PRADESH
174029,Jhandutt,HIMACHAL PRADESH
174021,Ghuamrwin,HIMACHAL PRADESH
174034,Jhandutta,HIMACHAL PRADESH
174017,Ghumarwin,HIMACHAL PRADESH
174017,Jhandutta,HIMACHAL PRADESH
174031,Jhandutta,HIMACHAL PRADESH
174035,Jhandutha,HIMACHAL PRADESH
174003,Harlog,HIMACHAL PRADESH
177022,Sp Tira,HIMACHAL PRADESH
177022,Tira Sujanpur(T),HIMACHAL PRADESH
177042,Hamirpur(T),HIMACHAL PRADESH
176109,Sp Tira,HIMACHAL PRADESH
177028,Sp Tira,HIMACHAL PRADESH
177028,S P Tira,HIMACHAL PRADESH
177025,Bhorang,HIMACHAL PRADESH
177025,Bhaoranj,HIMACHAL PRADESH
177020,Hamirpur,HIMACHAL PRADESH
175032,Jogindarnagar(T),HIMACHAL PRADESH
175016,Lad Bharol(T),HIMACHAL PRADESH
175035,Thunag(T),HIMACHAL PRADESH
175002,Sunder Nagar,HIMACHAL PRADESH
175045,Chachyot(T),HIMACHAL PRADESH
175030,Sundarnagar(T),HIMACHAL PRADESH
175029,Chachyot(T),HIMACHAL PRADESH
175031,Nihri(S.T),HIMACHAL PRADESH
175129,Manali(T),HIMACHAL PRADESH
175102,Kullu,HIMACHAL PRADESH
175141,Aut(S.T),HIMACHAL PRADESH
175136,Naggar,HIMACHAL PRADESH
175143,Manali(T),HIMACHAL PRADESH
175105,Kullu(T),HIMACHAL PRADESH
175134,Sainj(S.T),HIMACHAL PRADESH
175027,Sundernagar,HIMACHAL PRADESH
175027,Mandi(T),HIMACHAL PRADESH
175027,Sunder Nagar,HIMACHAL PRADESH
175131,Naggar,HIMACHAL PRADESH
175130,Kullu(T),HIMACHAL PRADESH
175128,Naggar,HIMACHAL PRADESH
175031,Sundarnagar(T),HIMACHAL PRADESH
175047,Thunag(T),HIMACHAL PRADESH
175011,Karsog(T),HIMACHAL PRADESH
175009,Karsog(T),HIMACHAL PRADESH
175010,Karsog(T),HIMACHAL PRADESH
175048,Thunag(T),HIMACHAL PRADESH
175132,Lahul     (T),HIMACHAL PRADESH
175140,Lahul     (T),HIMACHAL PRADESH
175011,Thunag(T),HIMACHAL PRADESH
175038,Nihri(S.T),HIMACHAL PRADESH
175046,Karsog(T),HIMACHAL PRADESH
175046,Nihri(S.T),HIMACHAL PRADESH
175017,Sundarnagar(T),HIMACHAL PRADESH
175018,Sunder Nagar,HIMACHAL PRADESH
175018,Sundernagar,HIMACHAL PRADESH
175018,Sundr Nagar,HIMACHAL PRADESH
175009,Nihri(S.T),HIMACHAL PRADESH
175032,Lad Bharol(T),HIMACHAL PRADESH
175040,Dharmpur(S.T),HIMACHAL PRADESH
175006,Sadar,HIMACHAL PRADESH
175015,Jogindernagar,HIMACHAL PRADESH
175015,Padhar(T),HIMACHAL PRADESH
175005,Mandi(T),HIMACHAL PRADESH
175003,Kotli(S.T),HIMACHAL PRADESH
175050,Sarkaghat,HIMACHAL PRADESH
175008,Sadar,HIMACHAL PRADESH
175012,Jogindernagar,HIMACHAL PRADESH
175012,Jogindr Nagar,HIMACHAL PRADESH
175121,Aut(S.T),HIMACHAL PRADESH
175121,Bali Chowki(S.T),HIMACHAL PRADESH
175121,Sadar,HIMACHAL PRADESH
175033,Baldwara(S.T),HIMACHAL PRADESH
175013,Baijnath,HIMACHAL PRADESH
175013,Multhan,HIMACHAL PRADESH
175004,Baldwara(S.T),HIMACHAL PRADESH
175021,Sadar,HIMACHAL PRADESH
175124,Aut(S.T),HIMACHAL PRADESH
175124,Chachyot(T),HIMACHAL PRADESH
175124,Mandi(T),HIMACHAL PRADESH
175042,Sarkaghat(T),HIMACHAL PRADESH
175023,Baldwara(S.T),HIMACHAL PRADESH
175023,Sarkaghat,HIMACHAL PRADESH
175023,Mandi(T),HIMACHAL PRADESH
175052,Sadar,HIMACHAL PRADESH
175034,Baldwara(S.T),HIMACHAL PRADESH
176090,Sandhol(S.T),HIMACHAL PRADESH
175026,Sarkaghat,HIMACHAL PRADESH
175037,Sarkaghat,HIMACHAL PRADESH
175101,Sundernagar,HIMACHAL PRADESH
175101,Manali(T),HIMACHAL PRADESH
175103,Naggar,HIMACHAL PRADESH
175106,Banjar,HIMACHAL PRADESH
175106,Bali Chowki(S.T),HIMACHAL PRADESH
175106,Banjar(T),HIMACHAL PRADESH
175001,Sadar,HIMACHAL PRADESH
175001,Padhar(T),HIMACHAL PRADESH
175001,Mandi,HIMACHAL PRADESH
175001,Jogindernagar,HIMACHAL PRADESH
175001,Kotli(S.T),HIMACHAL PRADESH
175007,Sarkaghat(T),HIMACHAL PRADESH
175036,Mandi(T),HIMACHAL PRADESH
175049,Sarkaghat(T),HIMACHAL PRADESH
175123,Banjar(T),HIMACHAL PRADESH
175123,Bali Chowki(S.T),HIMACHAL PRADESH
175125,Kullu,HIMACHAL PRADESH
175125,Bali Chowki(S.T),HIMACHAL PRADESH
175125,Aut,HIMACHAL PRADESH
172024,Kumharsain(T),HIMACHAL PRADESH
172026,Ani(S.T),HIMACHAL PRADESH
172030,Kumarsain,HIMACHAL PRADESH
172114,Spiti,HIMACHAL PRADESH
172109,Moorang,HIMACHAL PRADESH
172111,Poo(T),HIMACHAL PRADESH
172032,Anni,HIMACHAL PRADESH
172101,Nichar(T),HIMACHAL PRADESH
172101,Rampur Bushahr,HIMACHAL PRADESH
172029,Kumharsain(T),HIMACHAL PRADESH
172023,Nermand(T),HIMACHAL PRADESH
172033,Nermand(T),HIMACHAL PRADESH
172022,Rampur Bushahr,HIMACHAL PRADESH
172102,Rampur(T),HIMACHAL PRADESH
172026,Nermand(T),HIMACHAL PRADESH
172002,Nermand(T),HIMACHAL PRADESH
172027,Kumharsain(T),HIMACHAL PRADESH
172032,Nermand(T),HIMACHAL PRADESH
172111,Hangrang,HIMACHAL PRADESH
172117,Spiti,HIMACHAL PRADESH
172106,Sangla,HIMACHAL PRADESH
172110,Morang(T),HIMACHAL PRADESH
172030,Nichar(T),HIMACHAL PRADESH
172115,Nichar,HIMACHAL PRADESH
172105,Nichar(T),HIMACHAL PRADESH
172116,Poo(T),HIMACHAL PRADESH
172116,Pooh,HIMACHAL PRADESH
172113,Spiti       (T),HIMACHAL PRADESH
172104,Nichar,HIMACHAL PRADESH
172201,Rampur Bushahr,HIMACHAL PRADESH
172001,Nankhari,HIMACHAL PRADESH
172001,Ani(S.T),HIMACHAL PRADESH
172001,Nirmand,HIMACHAL PRADESH
172001,Nankhari(S.T),HIMACHAL PRADESH
172001,Nankahri,HIMACHAL PRADESH
172201,Nirmand,HIMACHAL PRADESH
171210,Chopal,HIMACHAL PRADESH
171203,Rohru,HIMACHAL PRADESH
171012,Shimla R,HIMACHAL PRADESH
171202,Kotkhai,HIMACHAL PRADESH
171213,Theog,HIMACHAL PRADESH
171003,Shimla,HIMACHAL PRADESH
171207,Rohru,HIMACHAL PRADESH
171006,Shimla,HIMACHAL PRADESH
171005,Shimla,HIMACHAL PRADESH
171301,Suni,HIMACHAL PRADESH
171221,Rohru,HIMACHAL PRADESH
171007,Suni,HIMACHAL PRADESH
171213,Rampur,HIMACHAL PRADESH
171011,Shimla,HIMACHAL PRADESH
171212,Kumarsain,HIMACHAL PRADESH
171103,Suni,HIMACHAL PRADESH
171220,Theog,HIMACHAL PRADESH
171220,Kotkhai,HIMACHAL PRADESH
171211,Chopl,HIMACHAL PRADESH
171012,Shimlar,HIMACHAL PRADESH
171214,Rohru,HIMACHAL PRADESH
171009,Shimla,HIMACHAL PRADESH
171204,Kotkhai,HIMACHAL PRADESH
173027,Shilai,HIMACHAL PRADESH
173029,Shillai,HIMACHAL PRADESH
173101,Pachhad,HIMACHAL PRADESH
173101,Rajgarah,HIMACHAL PRADESH
173208,Arki,HIMACHAL PRADESH
173032,Sangarh,HIMACHAL PRADESH
173023,Sangarh,HIMACHAL PRADESH
173104,Sangrah,HIMACHAL PRADESH
173032,Sangarha,HIMACHAL PRADESH
173032,Sangah,HIMACHAL PRADESH
173104,Sangarah,HIMACHAL PRADESH
173104,Sangarh,HIMACHAL PRADESH
173217,Junga,HIMACHAL PRADESH
173218,Arki,HIMACHAL PRADESH
173207,Solan,HIMACHAL PRADESH
173207,Kandaghat,HIMACHAL PRADESH
173001,Pachhad,HIMACHAL PRADESH
173001,Sangrah,HIMACHAL PRADESH
173001,Paonta,HIMACHAL PRADESH
173027,Shilla,HIMACHAL PRADESH
173027,Paonta,HIMACHAL PRADESH
173022,Paonta,HIMACHAL PRADESH
173029,Sangrah,HIMACHAL PRADESH
174321,Bangana(T),HIMACHAL PRADESH
174308,Bangana(T),HIMACHAL PRADESH
174315,Una,HIMACHAL PRADESH
177204,Amb(T),HIMACHAL PRADESH
174302,Amb,HIMACHAL PRADESH
174306,Una,HIMACHAL PRADESH
176601,Haroli(S.T),HIMACHAL PRADESH
177201,Amb,HIMACHAL PRADESH
177210,Amb(T),HIMACHAL PRADESH
177109,Bharwain,HIMACHAL PRADESH
177109,Amb(T),HIMACHAL PRADESH
174316,Amb(T),HIMACHAL PRADESH
177110,Bharwain(S.T),HIMACHAL PRADESH
177110,Bharwain,HIMACHAL PRADESH
177110,Dehra,HIMACHAL PRADESH
174314,Bangana,HIMACHAL PRADESH
177212,Amb,HIMACHAL PRADESH
177213,Amb,HIMACHAL PRADESH
177206,Amb(T),HIMACHAL PRADESH
177207,Haroli,HIMACHAL PRADESH
177208,Amb,HIMACHAL PRADESH
177208,Amb(T),HIMACHAL PRADESH
177208,Una,HIMACHAL PRADESH
177031,Bangana(T),HIMACHAL PRADESH
177209,Haroli,HIMACHAL PRADESH
174301,Una,HIMACHAL PRADESH
177219,Amb(T),HIMACHAL PRADESH
177039,Amb,HIMACHAL PRADESH
177211,Amb(T),HIMACHAL PRADESH
177203,Amb(T),HIMACHAL PRADESH
174307,Bangana(T),HIMACHAL PRADESH
194101,,JAMMU & KASHMIR
180019,,JAMMU & KASHMIR
180017,,JAMMU & KASHMIR
180001,,JAMMU & KASHMIR
181131,Jammu,JAMMU & KASHMIR
181133,Jammu,JAMMU & KASHMIR
181132,,JAMMU & KASHMIR
181132,Jammu,JAMMU & KASHMIR
180015,Jammu,JAMMU & KASHMIR
181111,Jammu,JAMMU & KASHMIR
181143,Jammu,JAMMU & KASHMIR
180004,Jammu,JAMMU & KASHMIR
180010,Jammu,JAMMU & KASHMIR
180003,Jammu,JAMMU & KASHMIR
181101,Ranbirsinghpora,JAMMU & KASHMIR
180012,Jammu,JAMMU & KASHMIR
180006,Jammu,JAMMU & KASHMIR
181145,Jammu,JAMMU & KASHMIR
180011,Jammu,JAMMU & KASHMIR
184121,Jammu,JAMMU & KASHMIR
184120,Samba,JAMMU & KASHMIR
185202,Rajouri,JAMMU & KASHMIR
181141,Samba,JAMMU & KASHMIR
181102,Jammu,JAMMU & KASHMIR
181102,,JAMMU & KASHMIR
185156,Rajouri,JAMMU & KASHMIR
185152,Rajouri,JAMMU & KASHMIR
185102,Poonch,JAMMU & KASHMIR
185151,Rajouri,JAMMU & KASHMIR
185101,Poonch,JAMMU & KASHMIR
185201,Rajouri,JAMMU & KASHMIR
185153,Rajouri,JAMMU & KASHMIR
185212,Rajouri,JAMMU & KASHMIR
181201,Jammu,JAMMU & KASHMIR
180001,Jammu,JAMMU & KASHMIR
181123,Jammu,JAMMU & KASHMIR
181122,,JAMMU & KASHMIR
181124,Jammu,JAMMU & KASHMIR
185154,Jammu,JAMMU & KASHMIR
181206,Jammu,JAMMU & KASHMIR
181224,Jammu,JAMMU & KASHMIR
180016,Jammu,JAMMU & KASHMIR
181202,Jammu,JAMMU & KASHMIR
180007,Jammu,JAMMU & KASHMIR
185132,Rajouri,JAMMU & KASHMIR
181221,Jammu,JAMMU & KASHMIR
180005,Jammu,JAMMU & KASHMIR
181203,Jammu,JAMMU & KASHMIR
181205,Jammu,JAMMU & KASHMIR
181121,Jammu,JAMMU & KASHMIR
181204,Jammu,JAMMU & KASHMIR
181207,Jammu,JAMMU & KASHMIR
180013,Jammu,JAMMU & KASHMIR
180002,Jammu,JAMMU & KASHMIR
185155,Rajouri,JAMMU & KASHMIR
185233,Jammu,JAMMU & KASHMIR
185135,Rajouri,JAMMU & KASHMIR
185211,Rajouri,JAMMU & KASHMIR
185121,Rajouri,JAMMU & KASHMIR
194105,Kargil,JAMMU & KASHMIR
194104,Leh,JAMMU & KASHMIR
194401,Nobra,JAMMU & KASHMIR
194102,Drass,JAMMU & KASHMIR
194103,Kargil,JAMMU & KASHMIR
194106,Khalsi,JAMMU & KASHMIR
194109,Mulbek,JAMMU & KASHMIR
194302,Zanskar,JAMMU & KASHMIR
194301,Sankoo,JAMMU & KASHMIR
194201,Leh,JAMMU & KASHMIR
182313,Mahore,JAMMU & KASHMIR
182146,Ramban,JAMMU & KASHMIR
182143,Ramban,JAMMU & KASHMIR
182222,Bhaderwah,JAMMU & KASHMIR
182148,Ramban,JAMMU & KASHMIR
182141,Udhampur,JAMMU & KASHMIR
182202,Doda,JAMMU & KASHMIR
182206,Kishtwar,JAMMU & KASHMIR
182121,Reasi,JAMMU & KASHMIR
182124,Udhampur,JAMMU & KASHMIR
182312,Reasi,JAMMU & KASHMIR
182147,Doda,JAMMU & KASHMIR
182301,Reasi,JAMMU & KASHMIR
182204,Kishtwar,JAMMU & KASHMIR
182142,Chenani,JAMMU & KASHMIR
182127,Ramnagar,JAMMU & KASHMIR
182128,Ramnagar,JAMMU & KASHMIR
182315,Mahore,JAMMU & KASHMIR
182161,Chenani,JAMMU & KASHMIR
182125,Udhampur,JAMMU & KASHMIR
182101,Udhampur,JAMMU & KASHMIR
182205,Kishtwar,JAMMU & KASHMIR
182104,Udhampur,JAMMU & KASHMIR
185203,Reasi,JAMMU & KASHMIR
182201,Doda,JAMMU & KASHMIR
182144,Ramban,JAMMU & KASHMIR
182122,Ramnagar,JAMMU & KASHMIR
182145,Ramban,JAMMU & KASHMIR
182311,Reasi,JAMMU & KASHMIR
182126,Udhampur,JAMMU & KASHMIR
182221,Bhaderwah,JAMMU & KASHMIR
184206,Bani,JAMMU & KASHMIR
184143,Kathua,JAMMU & KASHMIR
184201,Basoli,JAMMU & KASHMIR
184203,Billawar,JAMMU & KASHMIR
184204,Billawar,JAMMU & KASHMIR
184144,Hiranagar,JAMMU & KASHMIR
184141,Hiranagar,JAMMU & KASHMIR
184142,Hiranagar,JAMMU & KASHMIR
184152,Kathua,JAMMU & KASHMIR
184202,Basoli,JAMMU & KASHMIR
184104,Kathua,JAMMU & KASHMIR
184145,Hiranagar,JAMMU & KASHMIR
184205,Billawar,JAMMU & KASHMIR
184148,Hiranagar,JAMMU & KASHMIR
182203,Thathri,JAMMU & KASHMIR
184151,Kathua,JAMMU & KASHMIR
184102,Kathua,JAMMU & KASHMIR
192306,Pulwama,JAMMU & KASHMIR
192304,Pulwama,JAMMU & KASHMIR
190002,Srinagar,JAMMU & KASHMIR
190010,Srinagar,JAMMU & KASHMIR
190003,Srinagar,JAMMU & KASHMIR
192129,Ananthnag,JAMMU & KASHMIR
193404,Tangmarg,JAMMU & KASHMIR
191121,Srinagar,JAMMU & KASHMIR
192233,Damhal Hanji Pora,JAMMU & KASHMIR
190023,Srinagar,JAMMU & KASHMIR
190025,Srinagar,JAMMU & KASHMIR
190024,Srinagar,JAMMU & KASHMIR
191102,Wuyan,JAMMU & KASHMIR
190001,Sathu,JAMMU & KASHMIR
190001,Badyar Balla,JAMMU & KASHMIR
192121,Pampore,JAMMU & KASHMIR
191103,Khrew,JAMMU & KASHMIR
190010,Karan Nagar,JAMMU & KASHMIR
192221,Qazigund,JAMMU & KASHMIR
192123,Tral,JAMMU & KASHMIR
192232,Yaripora,JAMMU & KASHMIR
192201,Achabal,JAMMU & KASHMIR
192202,Kokernag,JAMMU & KASHMIR
192303,Shopin,JAMMU & KASHMIR
192211,Dooru,JAMMU & KASHMIR
192305,Achan,JAMMU & KASHMIR
192125,Martand,JAMMU & KASHMIR
192122,Awantipora,JAMMU & KASHMIR
192231,Kulgam,JAMMU & KASHMIR
192210,Dialgam,JAMMU & KASHMIR
192126,Pahalgam,JAMMU & KASHMIR
190019,Bagh Mehtab,JAMMU & KASHMIR
190005,Sanat Nagar,JAMMU & KASHMIR
192212,Verinaag,JAMMU & KASHMIR
192101,Khanabal,JAMMU & KASHMIR
191202,Kangan,JAMMU & KASHMIR
191201,Ganderbal,JAMMU & KASHMIR
190007,Budgam,JAMMU & KASHMIR
190017,Parimpora,JAMMU & KASHMIR
190012,Zainakote,JAMMU & KASHMIR
193402,Tangmarg,JAMMU & KASHMIR
191113,Chadoora,JAMMU & KASHMIR
190002,S R Gunj,JAMMU & KASHMIR
190011,Noushera,JAMMU & KASHMIR
190003,Rainawari,JAMMU & KASHMIR
193403,Gulmarg,JAMMU & KASHMIR
191111,Budgam,JAMMU & KASHMIR
190006,Kashmir University,JAMMU & KASHMIR
191112,Char-sharief,JAMMU & KASHMIR
193401,Magam,JAMMU & KASHMIR
190014,Hyderpora,JAMMU & KASHMIR
190009,Central Market,JAMMU & KASHMIR
191101,Pantha Chowk,JAMMU & KASHMIR
190015,Natipora,JAMMU & KASHMIR
190008,Jawahar Nagar,JAMMU & KASHMIR
193411,Beerwah,JAMMU & KASHMIR
190004,Batrara,JAMMU & KASHMIR
193306,Pulwama,JAMMU & KASHMIR
193109,WAGOORA,JAMMU & KASHMIR
192230,,JAMMU & KASHMIR
192302,,JAMMU & KASHMIR
192101,,JAMMU & KASHMIR
192301,,JAMMU & KASHMIR
192401,,JAMMU & KASHMIR
192122,,JAMMU & KASHMIR
192124,,JAMMU & KASHMIR
190018,,JAMMU & KASHMIR
190020,,JAMMU & KASHMIR
190021,,JAMMU & KASHMIR
190009,,JAMMU & KASHMIR
190015,,JAMMU & KASHMIR
190001,,JAMMU & KASHMIR
191132,,JAMMU & KASHMIR
190008,,JAMMU & KASHMIR
190002,,JAMMU & KASHMIR
191203,,JAMMU & KASHMIR
191131,,JAMMU & KASHMIR
190006,,JAMMU & KASHMIR
182320,Reasi,JAMMU & KASHMIR
194107,Leh,JAMMU & KASHMIR
194202,Len,JAMMU & KASHMIR
194303,kargil,JAMMU & KASHMIR
181152,Jammu,JAMMU & KASHMIR
180020,Jammu,JAMMU & KASHMIR
185234,Rajouri,JAMMU & KASHMIR
180018,Jammu,JAMMU & KASHMIR
180009,jammu,JAMMU & KASHMIR
180012,jammu,JAMMU & KASHMIR
193505,Aloosa,JAMMU & KASHMIR
184210,Billawer,JAMMU & KASHMIR
185133,Rajauri,JAMMU & KASHMIR
193101,Baramulla,JAMMU & KASHMIR
185131,Rajouri,JAMMU & KASHMIR
194101,Ladakh,JAMMU & KASHMIR
184101,Kathua,JAMMU & KASHMIR
190001,Srinagar,JAMMU & KASHMIR
192101,Anantnag Ho,JAMMU & KASHMIR
193223,SOGAM,JAMMU & KASHMIR
193303,Baramulla,JAMMU & KASHMIR
194401,Diskit,JAMMU & KASHMIR
194109,Kargil,JAMMU & KASHMIR
194302,Padum,JAMMU & KASHMIR
